,Unnamed: 0,Unnamed: 0.1,Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds,Elevation,deltaSpin,deltaVelocity
53,53,53,53,5,3,220520,223919,42.17127088,-90.11128611,4456,90.8,11.1,-0.20600000000000002,1,206.0,-0.4000000000000057,-0.40000000000000036
54,54,54,54,5,4,220520,223920,42.17127105,-90.11121994,4379,89.8,10.6,-0.257,1,205.7998,-1.0,-0.5
55,55,55,55,5,5,220520,223921,42.17127105,-90.11115502,3834,90.0,10.4,-0.10300000000000001,1,205.7998,0.20000000000000284,-0.1999999999999993
56,56,56,56,5,6,220520,223922,42.17127265,-90.11109326,4072,88.0,9.9,-0.257,1,205.5,-2.0,-0.5
57,57,57,57,5,7,220520,223923,42.17127488,-90.11103153,4079,87.2,9.9,0.0,1,205.2998,-0.7999999999999972,0.0
58,58,58,58,5,8,220520,223924,42.17127739,-90.11097107,3920,86.8,9.7,-0.10300000000000001,1,204.90039,-0.4000000000000057,-0.20000000000000107
59,59,59,59,5,9,220520,223925,42.171279999999996,-90.11091,4053,86.7,9.8,0.051,1,204.90039,-0.09999999999999433,0.10000000000000142
60,60,60,60,6,0,220520,223935,42.17130265,-90.1103263,3944,80.7,6.5,2.006,10,204.40039,-6.0,-3.3000000000000007
61,61,61,61,6,1,220520,223936,42.17130686,-90.11029561,4102,79.5,5.0,-0.772,1,204.40039,-1.2000000000000028,-1.5
62,62,62,62,6,2,220520,223937,42.17130926,-90.11027971,4139,78.5,2.6,-1.235,1,204.40039,-1.0,-2.4
63,63,63,63,6,3,220520,223938,42.17130991,-90.11027543,4022,78.5,0.7,-0.977,1,204.40039,0.0,-1.9000000000000001
64,64,64,64,6,4,220520,223939,42.17131062,-90.11027053,4089,78.9,0.8,0.051,1,204.40039,0.4000000000000057,0.10000000000000009
65,65,65,65,6,5,220520,223940,42.17131284,-90.11025776,4030,76.8,2.1,0.669,1,204.40039,-2.1000000000000085,1.3
66,66,66,66,6,6,220520,223941,42.17131653,-90.11023778,3939,76.0,3.3,0.617,1,204.40039,-0.7999999999999972,1.1999999999999997
67,67,67,67,6,7,220520,223942,42.17132133,-90.11021237,4139,75.7,4.2,0.46299999999999997,1,204.40039,-0.2999999999999972,0.9000000000000004
68,68,68,68,6,8,220520,223943,42.17132636,-90.11018575,4040,75.7,4.4,0.10300000000000001,1,204.0,0.0,0.20000000000000018
69,69,69,69,6,9,220520,223944,42.17133,-90.11016,4028,79.2,4.2,-0.10300000000000001,1,204.0,3.5,-0.20000000000000018
70,70,70,70,7,0,220520,223957,42.17132711,-90.11013149,4087,271.0,2.8,-0.154,13,204.0,191.8,-1.4000000000000004
71,71,71,71,7,1,220520,223958,42.17132691,-90.11014834,3939,269.1,2.7,-0.051,1,204.0,-1.8999999999999773,-0.09999999999999964
72,72,72,72,7,2,220520,223959,42.17132586,-90.11016639,3881,265.5,2.9,0.10300000000000001,1,204.0,-3.6000000000000227,0.19999999999999973
73,73,73,73,7,3,220520,224000,42.17132458,-90.11018566,4157,264.9,3.1,0.10300000000000001,1,204.0,-0.6000000000000227,0.20000000000000018
74,74,74,74,7,4,220520,224001,42.1713236,-90.11020872,4054,266.7,3.7,0.309,1,204.40039,1.8000000000000114,0.6000000000000001
75,75,75,75,7,5,220520,224002,42.17132207,-90.11023548,4155,265.6,4.3,0.309,1,204.40039,-1.099999999999966,0.5999999999999996
76,76,76,76,7,6,220520,224003,42.17131963,-90.11026087,4088,262.6,4.1,-0.10300000000000001,1,204.40039,-3.0,-0.20000000000000018
77,77,77,77,7,7,220520,224004,42.17131606,-90.11028473,3925,258.6,3.9,-0.10300000000000001,1,204.40039,-4.0,-0.19999999999999973
78,78,78,78,7,8,220520,224005,42.17131239,-90.11030601,4052,256.9,3.5,-0.20600000000000002,1,204.40039,-1.7000000000000457,-0.3999999999999999
79,79,79,79,7,9,220520,224006,42.17131,-90.11032,4165,257.0,2.3,-0.617,1,204.40039,0.10000000000002274,-1.2000000000000002
80,80,80,80,8,0,220520,224025,42.17132027,-90.10965625,3941,98.4,10.0,0.977,19,203.2002,-158.6,7.7
81,81,81,81,8,1,220520,224026,42.17131307,-90.10959205,4099,98.6,10.4,0.20600000000000002,1,203.10058999999998,0.19999999999998866,0.40000000000000036
82,82,82,82,8,2,220520,224027,42.17130385,-90.10952072,4040,99.9,11.6,0.617,1,203.10058999999998,1.3000000000000114,1.1999999999999993
83,83,83,83,8,3,220520,224028,42.17129544,-90.10944478,4035,98.5,12.3,0.36,1,202.90039,-1.4000000000000057,0.7000000000000011
84,84,84,84,8,4,220520,224029,42.17128719,-90.10936755,4101,98.2,12.5,0.10300000000000001,1,202.10058999999998,-0.2999999999999972,0.1999999999999993
85,85,85,85,8,5,220520,224030,42.17127789,-90.10928927,4103,99.1,12.7,0.10300000000000001,1,202.2998,0.8999999999999915,0.1999999999999993
86,86,86,86,8,6,220520,224031,42.17126807,-90.10920921,4072,99.4,13.0,0.154,1,202.60058999999998,0.30000000000001137,0.3000000000000007
87,87,87,87,8,7,220520,224032,42.17125832,-90.10912976,4137,99.4,12.9,-0.051,1,203.2002,0.0,-0.09999999999999964
88,88,88,88,8,8,220520,224033,42.17124837,-90.10905036,3829,99.6,12.9,0.0,1,204.10058999999998,0.19999999999998866,0.0
89,89,89,89,8,9,220520,224034,42.171240000000004,-90.10897,3901,98.0,13.0,0.051,1,205.0,-1.5999999999999943,0.09999999999999964
90,90,90,90,9,0,220520,224044,42.17120898,-90.10867545,4066,269.7,3.1,-1.801,10,206.10058999999998,171.7,-9.9
91,91,91,91,9,1,220520,224045,42.17121067,-90.10870721,4089,274.1,5.1,1.0290000000000001,1,206.10058999999998,4.400000000000034,1.9999999999999996
92,92,92,92,9,2,220520,224046,42.17121306,-90.1087464,4118,274.7,6.3,0.617,1,206.10058999999998,0.5999999999999659,1.2000000000000002
93,93,93,93,9,3,220520,224047,42.17121551,-90.10878747,4027,274.6,6.6,0.154,1,205.5,-0.0999999999999659,0.2999999999999998
94,94,94,94,9,4,220520,224048,42.17121784,-90.10882416,4070,274.9,5.9,-0.36,1,205.5,0.2999999999999545,-0.6999999999999993
95,95,95,95,9,5,220520,224049,42.17122039,-90.10886271,4121,275.1,6.2,0.154,1,204.7002,0.20000000000004547,0.2999999999999998
96,96,96,96,9,6,220520,224050,42.17122165,-90.10889638,3887,272.9,5.4,-0.41200000000000003,1,204.7002,-2.200000000000045,-0.7999999999999998
97,97,97,97,9,7,220520,224051,42.17122468,-90.10893172,4294,276.6,5.7,0.154,1,204.10058999999998,3.7000000000000455,0.2999999999999998
98,98,98,98,9,8,220520,224052,42.17122787,-90.10896579,4008,277.2,5.5,-0.10300000000000001,1,204.10058999999998,0.5999999999999659,-0.20000000000000018
99,99,99,99,9,9,220520,224053,42.17123,-90.109,4353,274.8,5.5,0.0,1,205.0,-2.3999999999999773,0.0
100,100,100,100,10,0,220520,224108,42.1714216,-90.10904844,4291,9.6,9.5,-0.20600000000000002,15,207.7998,-265.2,4.0
101,101,101,101,10,1,220520,224109,42.17146624,-90.10903771,4623,10.1,9.8,0.154,1,207.7998,0.5,0.3000000000000007
102,102,102,102,10,2,220520,224110,42.17151122,-90.10902603,4017,10.9,9.9,0.051,1,209.40039,0.8000000000000007,0.09999999999999964
103,103,103,103,10,3,220520,224111,42.1715575,-90.10901736,3652,7.9,10.1,0.10300000000000001,1,211.0,-3.0,0.1999999999999993
104,104,104,104,10,4,220520,224112,42.1716033,-90.10900857,3748,8.1,10.0,-0.051,1,211.0,0.1999999999999993,-0.09999999999999964
105,105,105,105,10,5,220520,224113,42.17164868,-90.10900018,4204,7.8,9.9,-0.051,1,213.60058999999998,-0.2999999999999998,-0.09999999999999964
106,106,106,106,10,6,220520,224114,42.17169509,-90.10899282,4278,6.7,10.1,0.10300000000000001,1,215.2002,-1.0999999999999996,0.1999999999999993
107,107,107,107,10,7,220520,224115,42.17173663,-90.10898890000001,4244,4.0,9.0,-0.5660000000000001,1,215.2002,-2.7,-1.0999999999999996
108,108,108,108,10,8,220520,224116,42.17177318,-90.10898899,4591,359.9,7.9,-0.5660000000000001,1,216.90039,355.9,-1.0999999999999996
109,109,109,109,10,9,220520,224117,42.1718,-90.10899,4107,358.4,5.8,-1.08,1,216.90039,-1.5,-2.1000000000000005
110,110,110,110,11,0,220520,224133,42.17170229,-90.10900007,4135,194.3,1.0,-0.669,16,215.2002,-164.09999999999997,-4.8
111,111,111,111,11,1,220520,224134,42.17169884,-90.10900187,4163,201.1,0.8,-0.10300000000000001,1,215.2002,6.799999999999982,-0.19999999999999996
112,112,112,112,11,2,220520,224135,42.17170023,-90.10900187,4263,0.0,0.3,-0.257,1,215.2002,-201.1,-0.5
113,113,113,113,11,3,220520,224136,42.17170185,-90.10899212,4091,77.3,1.6,0.669,1,215.2002,77.3,1.3
114,114,114,114,11,4,220520,224137,42.17171149,-90.10897696,3998,49.4,3.2,0.823,1,215.2002,-27.9,1.6
115,115,115,115,11,5,220520,224138,42.17172409,-90.10895867,3993,47.1,4.0,0.41200000000000003,1,215.2002,-2.299999999999997,0.7999999999999998
116,116,116,116,11,6,220520,224139,42.17173929,-90.10893515,4657,48.9,5.0,0.514,1,216.90039,1.7999999999999972,1.0
117,117,117,117,11,7,220520,224140,42.17175538,-90.10890695,3914,52.4,5.7,0.36,1,217.7998,3.5,0.7000000000000002
118,118,118,118,11,8,220520,224141,42.17176915,-90.10887515,3830,59.7,5.9,0.10300000000000001,1,217.7998,7.300000000000003,0.20000000000000018
119,119,119,119,11,9,220520,224142,42.17178,-90.10884,3959,67.4,6.1,0.10300000000000001,1,217.7998,7.700000000000002,0.1999999999999993
120,120,120,120,12,0,220520,224152,42.1716484,-90.10853481,4082,180.8,7.9,-1.0290000000000001,10,216.2998,113.4,1.8000000000000007
121,121,121,121,12,1,220520,224153,42.17161228,-90.10854236,3983,188.8,7.9,0.0,1,216.2998,8.0,0.0
122,122,122,122,12,2,220520,224154,42.17157262,-90.10855481,4121,193.1,8.8,0.46299999999999997,1,214.2998,4.299999999999983,0.9000000000000004
123,123,123,123,12,3,220520,224155,42.17152854,-90.10856909,4361,193.5,9.8,0.514,1,212.2998,0.4000000000000057,1.0
124,124,124,124,12,4,220520,224156,42.17148387,-90.10858278,4611,192.8,9.9,0.051,1,212.2002,-0.6999999999999886,0.09999999999999964
125,125,125,125,12,5,220520,224157,42.17143879,-90.10859682,4274,193.0,10.0,0.051,1,210.40039,0.19999999999998866,0.09999999999999964
126,126,126,126,12,6,220520,224158,42.17139435,-90.10861177,4084,194.0,9.9,-0.051,1,208.90039,1.0,-0.09999999999999964
127,127,127,127,12,7,220520,224159,42.17135005,-90.10862745,4199,194.7,9.9,0.0,1,207.90039,0.6999999999999886,0.0
128,128,128,128,12,8,220520,224200,42.17130474,-90.10864011,4539,191.7,10.0,0.051,1,207.90039,-3.0,0.09999999999999964
129,129,129,129,12,9,220520,224201,42.17126,-90.10865,4132,189.3,9.8,-0.10300000000000001,1,207.2002,-2.3999999999999773,-0.1999999999999993
130,130,130,130,13,0,220520,224215,42.17118884,-90.10872071,4098,331.0,3.7,1.5430000000000001,14,206.10058999999998,141.7,-6.1000000000000005
131,131,131,131,13,1,220520,224216,42.17120294,-90.1087359,4193,321.4,3.9,0.10300000000000001,1,206.10058999999998,-9.600000000000025,0.19999999999999973
132,132,132,132,13,2,220520,224217,42.17121393,-90.10875109,3995,314.3,3.4,-0.257,1,205.5,-7.099999999999965,-0.5
133,133,133,133,13,3,220520,224218,42.17122108,-90.10876255,3967,310.1,2.4,-0.514,1,205.5,-4.199999999999989,-1.0
134,134,134,134,13,4,220520,224219,42.17122312,-90.10876594,4003,309.1,0.7,-0.875,1,205.5,-1.0,-1.7
135,135,135,135,13,5,220520,224220,42.17122486,-90.10876963,4179,302.5,0.7,0.0,1,205.5,-6.600000000000023,0.0
136,136,136,136,13,6,220520,224221,42.17122671,-90.10876963,4128,0.0,0.4,-0.154,1,205.5,-302.5,-0.29999999999999993
137,137,137,137,13,7,220520,224222,42.17122603,-90.10875717,3969,94.2,2.0,0.823,1,205.5,94.2,1.6
138,138,138,138,13,8,220520,224223,42.17122422,-90.10874303,4102,99.8,2.3,0.154,1,206.10058999999998,5.599999999999994,0.2999999999999998
139,139,139,139,13,9,220520,224224,42.17122,-90.10871999999999,4053,103.9,3.8,0.772,1,206.10058999999998,4.1000000000000085,1.5
140,140,140,140,14,0,220520,224237,42.17114388,-90.10797639,4160,96.8,9.2,0.36,13,208.2998,-7.1000000000000085,5.3999999999999995
141,141,141,141,14,1,220520,224238,42.17113814,-90.10792579,4009,98.7,8.2,-0.514,1,208.60058999999998,1.9000000000000057,-1.0
142,142,142,142,14,2,220520,224239,42.17113213,-90.10788285,3984,100.7,7.0,-0.617,1,208.90039,2.0,-1.1999999999999993
143,143,143,143,14,3,220520,224240,42.17112694,-90.10784352,4304,100.1,6.4,-0.309,1,208.90039,-0.6000000000000085,-0.5999999999999996
144,144,144,144,14,4,220520,224241,42.17111970000001,-90.10778186,4520,99.0,10.0,1.8519999999999999,1,209.10058999999998,-1.0999999999999943,3.5999999999999996
145,145,145,145,14,5,220520,224242,42.17111093,-90.10771866,4081,100.6,10.3,0.154,1,209.10058999999998,1.5999999999999943,0.3000000000000007
146,146,146,146,14,6,220520,224243,42.17110242,-90.10765667,3964,100.5,10.1,-0.10300000000000001,1,208.5,-0.09999999999999433,-0.20000000000000107
147,147,147,147,14,7,220520,224244,42.17109073,-90.10759821,4194,105.1,9.7,-0.20600000000000002,1,207.10058999999998,4.599999999999994,-0.40000000000000036
148,148,148,148,14,8,220520,224245,42.17107373,-90.10754693,4003,114.1,9.0,-0.36,1,207.10058999999998,9.0,-0.6999999999999993
149,149,149,149,14,9,220520,224246,42.17105,-90.1075,3919,124.3,9.1,0.051,1,206.60058999999998,10.200000000000003,0.09999999999999964
150,150,150,150,15,0,220520,224247,42.17100508,-90.10744575,3916,134.2,9.1,0.0,1,205.7002,9.899999999999991,0.0
151,151,151,151,15,1,220520,224248,42.17097619,-90.10741257,4295,139.6,8.2,-0.46299999999999997,1,205.7002,5.400000000000006,-0.9000000000000004
152,152,152,152,15,2,220520,224249,42.17094871,-90.10738101,4743,139.6,7.8,-0.20600000000000002,1,205.2998,0.0,-0.39999999999999947
153,153,153,153,15,3,220520,224250,42.17092619,-90.10734704,3917,131.8,7.3,-0.257,1,205.0,-7.799999999999982,-0.5
154,154,154,154,15,4,220520,224251,42.17091299,-90.10731991,4231,123.3,5.2,-1.08,1,205.0,-8.500000000000012,-2.0999999999999996
155,155,155,155,15,5,220520,224252,42.17090943,-90.10731187,4229,120.8,1.5,-1.903,1,204.60058999999998,-2.5,-3.7
156,156,156,156,15,6,220520,224253,42.17090770000001,-90.10730817,4396,122.3,0.7,-0.41200000000000003,1,204.60058999999998,1.5,-0.8
157,157,157,157,15,7,220520,224254,42.17090863,-90.10730817,4272,0.0,0.2,-0.257,1,204.60058999999998,-122.3,-0.49999999999999994
158,158,158,158,15,8,220520,224255,42.17090734,-90.10731609999999,4181,257.6,1.3,0.5660000000000001,1,204.60058999999998,257.6,1.1
159,159,159,159,15,9,220520,224256,42.17091,-90.10733,4119,284.5,2.3,0.514,1,204.60058999999998,26.899999999999977,0.9999999999999998
160,160,160,160,16,0,220520,224257,42.17092312,-90.10734892,4145,297.7,3.8,-0.46299999999999997,1,205.0,13.199999999999989,1.5
161,161,161,161,16,1,220520,224258,42.17093569,-90.10737287,4004,305.3,4.7,0.46299999999999997,1,205.0,7.600000000000023,0.9000000000000004
162,162,162,162,16,2,220520,224259,42.17095217,-90.10739984,4081,309.5,5.6,0.46299999999999997,1,205.2998,4.199999999999989,0.8999999999999995
163,163,163,163,16,3,220520,224300,42.17097079,-90.10742845,3983,311.3,6.1,0.257,1,205.2998,1.8000000000000114,0.5
164,164,164,164,16,4,220520,224301,42.17098645,-90.10745785,3994,305.7,5.8,-0.154,1,205.7002,-5.600000000000024,-0.2999999999999998
165,165,165,165,16,5,220520,224302,42.17099809,-90.10749047,3958,295.7,5.8,0.0,1,206.10058999999998,-10.0,0.0
166,166,166,166,16,6,220520,224303,42.1710036,-90.10752143,4200,283.5,5.1,-0.36,1,206.10058999999998,-12.199999999999989,-0.7000000000000002
167,167,167,167,16,7,220520,224304,42.17100569,-90.10755251,3833,275.2,5.0,-0.051,1,206.60058999999998,-8.300000000000011,-0.09999999999999964
168,168,168,168,16,8,220520,224305,42.17100364,-90.10758298,4278,264.8,4.9,-0.051,1,206.60058999999998,-10.399999999999975,-0.09999999999999964
169,169,169,169,16,9,220520,224306,42.17100000000001,-90.10761,4209,259.7,4.4,-0.257,1,206.60058999999998,-5.100000000000024,-0.5
170,170,170,170,17,0,220520,224316,42.17109195,-90.10761952,4375,10.3,7.8,3.7039999999999997,10,207.10058999999998,-249.4,3.3999999999999995
171,171,171,171,17,1,220520,224317,42.17113343,-90.10761453,4313,5.1,9.0,0.617,1,207.7002,-5.200000000000001,1.2000000000000002
172,172,172,172,17,2,220520,224318,42.1711778,-90.10761202,4540,2.4,9.6,0.309,1,208.2998,-2.7,0.5999999999999996
173,173,173,173,17,3,220520,224319,42.17122266,-90.10761022,3840,1.7,9.7,0.051,1,208.2998,-0.7,0.09999999999999964
174,174,174,174,17,4,220520,224320,42.17126796,-90.10760766,4256,2.4,9.8,0.051,1,209.10058999999998,0.7,0.10000000000000142
175,175,175,175,17,5,220520,224321,42.17131466,-90.10760557,4191,1.9,10.1,0.154,1,210.0,-0.5,0.29999999999999893
176,176,176,176,17,6,220520,224322,42.17136178,-90.10760202,4065,3.2,10.2,0.051,1,211.2002,1.3000000000000005,0.09999999999999964
177,177,177,177,17,7,220520,224323,42.17141032,-90.10759939,3574,2.3,10.5,0.154,1,211.2002,-0.9000000000000004,0.3000000000000007
178,178,178,178,17,8,220520,224324,42.17145965,-90.1075938,4064,4.8,10.7,0.10300000000000001,1,212.60058999999998,2.5,0.1999999999999993
179,179,179,179,17,9,220520,224325,42.17151,-90.10759,4668,3.2,10.9,0.10300000000000001,1,214.5,-1.5999999999999996,0.20000000000000107
180,180,180,180,18,0,220520,224335,42.17164058,-90.10757045,3989,185.2,3.2,0.617,10,218.40039,182.0,-7.7
181,181,181,181,18,1,220520,224336,42.17162447,-90.10756821,4143,174.1,3.5,0.154,1,218.40039,-11.099999999999996,0.2999999999999998
182,182,182,182,18,2,220520,224337,42.17160972,-90.10756287,4020,165.0,3.3,-0.10300000000000001,1,216.5,-9.099999999999994,-0.20000000000000018
183,183,183,183,18,3,220520,224338,42.17159787,-90.10755582,4060,156.2,2.8,-0.257,1,216.5,-8.800000000000011,-0.5
184,184,184,184,18,4,220520,224339,42.17159013,-90.10754899,4075,146.8,2.0,-0.41200000000000003,1,216.5,-9.399999999999975,-0.7999999999999998
185,185,185,185,18,5,220520,224340,42.17158604,-90.10754490000001,4051,143.5,1.1,-0.46299999999999997,1,216.5,-3.300000000000012,-0.8999999999999999
186,186,186,186,18,6,220520,224341,42.17158261,-90.10754071,4039,137.8,1.0,-0.051,1,216.5,-5.699999999999988,-0.10000000000000009
187,187,187,187,18,7,220520,224342,42.171584,-90.10754071,4088,0.0,0.3,-0.36,1,216.5,-137.8,-0.7
188,188,188,188,18,8,220520,224343,42.17157893,-90.10754882,4223,229.9,1.7,0.72,1,216.5,229.9,1.4
189,189,189,189,18,9,220520,224344,42.17158,-90.10757,4298,273.9,3.4,0.875,1,216.5,43.99999999999997,1.7
190,190,190,190,19,0,220520,224353,42.17153391,-90.10794138,4036,237.4,8.5,0.20600000000000002,9,214.0,-36.499999999999964,5.1
191,191,191,191,19,1,220520,224354,42.17151466,-90.10798549,4339,239.5,8.2,-0.154,1,213.60058999999998,2.0999999999999943,-0.3000000000000007
192,192,192,192,19,2,220520,224355,42.17149893,-90.10802861,4204,243.8,7.7,-0.257,1,213.60058999999998,4.300000000000011,-0.4999999999999991
193,193,193,193,19,3,220520,224356,42.17148688,-90.10807583,4176,251.0,8.0,0.154,1,213.2998,7.199999999999988,0.2999999999999998
194,194,194,194,19,4,220520,224357,42.17147822,-90.10812567,4281,256.8,8.2,0.10300000000000001,1,211.7998,5.800000000000012,0.1999999999999993
